1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,3.268027589410122058e+00,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.584893192461112221e+01,1.584893192461112221e+01,1.000000000000001281e+06,1.000000000000001281e+06,7.196856730011520042e+00,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06
1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.584893192461112221e+01,1.584893192461112221e+01,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,3.268027589410122058e+00,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.584893192461112221e+01,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06
1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.584893192461112221e+01,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.584893192461112221e+01,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06
1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.584893192461112221e+01,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06
1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,7.196856730011520042e+00,1.000000000000001281e+06,1.000000000000001281e+06,1.584893192461112221e+01,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.584893192461112221e+01,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06
1.000000000000001281e+06,7.196856730011520042e+00,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.584893192461112221e+01,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.584893192461112221e+01,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.584893192461112221e+01,1.000000000000001281e+06,1.000000000000001281e+06,7.196856730011520042e+00,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06
1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.584893192461112221e+01,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.584893192461112221e+01,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.584893192461112221e+01,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06
1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.584893192461112221e+01,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06
1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.584893192461112221e+01,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,3.268027589410122058e+00,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06
1.000000000000001281e+06,1.000000000000001281e+06,3.268027589410122058e+00,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,7.196856730011520042e+00,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.584893192461112221e+01,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.483981788967564608e+00,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.483981788967564608e+00,1.000000000000001281e+06,1.000000000000001281e+06,1.483981788967564608e+00,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06
