6.738627168030936199e-01,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.483981788967564608e+00,1.000000000000001281e+06,3.490254878959574825e+01,1.000000000000001281e+06,1.483981788967564608e+00,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,3.490254878959574825e+01,1.000000000000001281e+06,7.196856730011520042e+00,1.000000000000001281e+06,7.196856730011520042e+00,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06
1.000000000000001281e+06,3.490254878959574825e+01,1.000000000000001281e+06,3.059949687207193514e-01,1.000000000000001281e+06,6.738627168030936199e-01,7.196856730011520042e+00,1.000000000000000378e-06,1.000000000000001281e+06,1.000000000000001281e+06,1.584893192461112221e+01,3.268027589410122058e+00,6.738627168030936199e-01,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,3.268027589410122058e+00,1.000000000000001281e+06,3.490254878959574825e+01,1.000000000000001281e+06
1.000000000000000378e-06,7.196856730011520042e+00,1.000000000000001281e+06,3.268027589410122058e+00,1.000000000000001281e+06,1.584893192461112221e+01,1.000000000000001281e+06,1.000000000000001281e+06,3.490254878959574825e+01,1.000000000000001281e+06,3.268027589410122058e+00,1.000000000000001281e+06,3.490254878959574825e+01,1.000000000000001281e+06,1.000000000000001281e+06,1.584893192461112221e+01,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,3.268027589410122058e+00,1.000000000000000378e-06,1.000000000000001281e+06,1.000000000000001281e+06
1.483981788967564608e+00,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,3.268027589410122058e+00,1.483981788967564608e+00,3.268027589410122058e+00,1.000000000000000378e-06,7.196856730011520042e+00,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000000378e-06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,6.738627168030936199e-01,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06
1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.483981788967564608e+00,1.584893192461112221e+01,1.000000000000000378e-06,1.000000000000001281e+06,3.059949687207193514e-01,3.059949687207193514e-01,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,6.738627168030936199e-01,1.000000000000001281e+06,1.584893192461112221e+01,7.196856730011520042e+00,1.000000000000001281e+06,1.584893192461112221e+01,1.000000000000001281e+06,1.483981788967564608e+00,1.000000000000001281e+06,1.000000000000001281e+06,3.490254878959574825e+01,1.483981788967564608e+00
1.000000000000001281e+06,1.000000000000000378e-06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,3.490254878959574825e+01,1.000000000000001281e+06,1.483981788967564608e+00,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,3.490254878959574825e+01,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06
1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,3.268027589410122058e+00,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,3.490254878959574825e+01,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000000378e-06,1.000000000000001281e+06,3.268027589410122058e+00,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000000378e-06,1.000000000000001281e+06,1.000000000000001281e+06
1.000000000000001281e+06,1.000000000000001281e+06,3.268027589410122058e+00,1.000000000000000378e-06,1.000000000000001281e+06,7.196856730011520042e+00,3.268027589410122058e+00,1.000000000000001281e+06,1.000000000000000378e-06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000000378e-06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,7.196856730011520042e+00,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06
1.000000000000001281e+06,1.483981788967564608e+00,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000000378e-06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.584893192461112221e+01,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000000378e-06,1.000000000000001281e+06,7.196856730011520042e+00,1.000000000000001281e+06
3.059949687207193514e-01,6.738627168030936199e-01,1.483981788967564608e+00,1.000000000000001281e+06,1.000000000000000378e-06,3.268027589410122058e+00,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,6.738627168030936199e-01,3.490254878959574825e+01,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,1.000000000000001281e+06,3.268027589410122058e+00,1.000000000000001281e+06,1.000000000000001281e+06,6.738627168030936199e-01
